,IDADE,RENDA_TITULAR,CLASS,ESTADO_CIVIL_CO,ESTADO_CIVIL_SE,ESTADO_CIVIL_SO,ESTADO_CIVIL_VI,CATEGORIAL_PROFISSAO_APOSENTADO,CATEGORIAL_PROFISSAO_ASSALARIADO,CATEGORIAL_PROFISSAO_AUT+NOMO,CATEGORIAL_PROFISSAO_LIBERAL,TIPO_RESIDENCIA_FA,TIPO_RESIDENCIA_FI,TIPO_RESIDENCIA_OU,TIPO_RESIDENCIA_PR,TIPO_RESIDENCIA_SM
15506,58,1207.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
15509,41,1129.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15510,30,1130.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
15518,25,1000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15531,59,1385.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15532,28,1335.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15537,74,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15545,51,3000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
15550,22,937.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15552,52,2200.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15558,24,1430.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15560,20,524.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15562,55,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15563,70,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
15573,21,700.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15574,33,2730.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15575,61,2000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
15580,27,1437.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15581,23,1150.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15582,41,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15583,41,2549.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15585,37,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15589,32,800.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
15595,62,1500.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15602,29,1800.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15604,34,1800.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15605,23,1400.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15607,54,1430.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15609,65,1630.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15612,21,700.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15613,20,1328.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15615,41,1400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15617,43,1151.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15618,71,1250.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15622,57,937.01,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15624,61,2540.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15636,20,957.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15642,72,1896.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15653,21,845.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15661,55,759.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15668,22,1204.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15669,21,1100.01,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15674,32,1554.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15677,68,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
15681,69,2000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
15687,55,2600.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
15692,60,4000.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
15695,24,1500.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15696,35,1380.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
15704,42,4000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15705,52,980.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15716,29,1829.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15720,35,1358.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15722,49,1850.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15727,40,1200.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15730,44,2000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15737,24,1120.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15742,35,937.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
15743,58,1000.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
15748,69,954.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15752,64,2000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
15756,31,1189.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15760,25,1006.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
15763,74,1675.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15770,72,1000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15773,20,1031.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15776,77,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15779,34,2000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15781,72,2000.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
15782,25,1000.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
15787,26,1096.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15796,46,730.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15798,65,932.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
15799,26,1098.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
15801,32,1000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15804,60,1400.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15815,85,1866.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
15817,24,1523.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15819,50,2000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
15822,54,7828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15824,49,940.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15826,48,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
15828,26,1246.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15831,23,2400.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
15832,42,1160.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15835,69,1250.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15837,50,4124.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
15846,57,4000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
15849,53,937.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
15850,67,1386.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15856,33,1300.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15858,33,1800.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
15874,50,2420.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
15882,80,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15884,29,1386.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15888,77,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15894,34,1280.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15895,52,1200.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
15898,27,1300.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15902,34,1100.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15910,35,2431.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15911,65,1561.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15916,54,1500.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15922,31,2000.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15926,42,5000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15932,24,1774.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15933,28,1625.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15943,70,880.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
15944,48,1800.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15946,32,3500.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15951,63,880.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15957,66,880.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
15962,38,813.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15964,37,1500.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
15968,44,1401.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15972,35,1114.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
15981,30,1300.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15987,26,950.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15994,59,2500.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15997,65,944.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16009,37,1155.83,0,0,0,1,0,0,1,0,0,0,1,0,0,0
16011,54,1500.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16012,54,1130.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16013,67,934.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16023,23,1500.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16026,39,1200.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16029,50,1577.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16031,60,637.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16032,30,2400.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16033,57,1261.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16034,33,880.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16035,83,1800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16038,37,2954.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16039,73,676.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16042,41,2300.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16045,37,653.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16046,57,1600.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16047,54,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16049,67,2000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16050,55,3200.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16051,59,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16053,31,1050.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16057,45,1140.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16061,37,2040.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16068,60,937.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
16073,31,1210.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16074,52,1120.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
16075,86,1400.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16080,70,937.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
16082,27,1650.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16083,60,1576.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16085,22,2063.29,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16086,23,1385.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16088,44,1845.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16089,21,1190.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16093,58,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16094,51,1400.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16097,42,2600.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16098,57,937.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16100,42,3144.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16103,56,2400.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16106,31,1500.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
16112,26,3024.44,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16115,46,2500.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16120,43,1400.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16121,65,934.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
16123,57,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16125,22,1210.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16126,50,1500.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16135,30,900.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16136,25,1500.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16137,45,2000.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16138,24,980.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16140,39,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16145,47,1100.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16146,47,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16147,25,1500.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
16149,65,880.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16152,44,2396.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16162,54,1070.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16172,34,1285.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16181,21,1006.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16187,22,1336.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16189,66,1238.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16190,25,1215.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16191,49,500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16194,75,1800.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16196,44,3355.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16203,21,1287.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16204,44,3133.65,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16206,21,1057.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16207,67,1143.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16210,58,1200.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
16212,21,1600.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16216,40,1300.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
16222,38,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16225,53,1100.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16227,25,1055.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16231,77,937.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16233,73,937.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16234,28,954.9,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16235,52,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16238,54,1700.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16244,71,1900.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16249,40,1388.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16250,53,940.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16253,71,2987.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16257,45,4033.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16261,56,2000.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16266,21,1000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16268,20,2500.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16272,38,1529.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16277,72,1200.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16279,23,1500.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16291,57,937.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
16292,62,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16296,40,832.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
16300,50,2500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16301,27,1120.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16304,66,1949.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
16309,73,937.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
16310,36,1588.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16311,62,610.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16317,34,3000.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16319,20,1180.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16324,79,1405.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16325,46,1354.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16327,43,1234.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16328,70,894.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16329,59,1500.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16340,59,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16359,61,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16360,34,1150.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16368,68,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16369,28,2400.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16370,68,2400.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16378,40,1152.92,0,0,1,0,0,0,1,0,0,0,0,1,0,0
16380,23,1325.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16382,56,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16383,52,5398.26,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16384,33,2500.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16388,51,2300.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16389,75,1987.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16392,35,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16397,71,2000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16398,32,2000.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16411,46,1600.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16417,42,5500.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16440,27,1200.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16444,22,1500.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16445,26,900.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16446,43,1500.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16453,37,2700.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16459,36,1500.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16461,30,2000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16466,42,1262.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16468,28,1063.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16472,38,2500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16474,65,982.6,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16476,57,1200.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16478,50,3000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16482,21,1155.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16483,56,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16484,74,880.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16488,32,1500.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16489,60,719.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16491,62,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16492,25,750.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16498,59,1300.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16500,62,1136.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
16512,28,1911.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
16517,28,1349.54,0,1,0,0,0,0,1,0,0,0,0,1,0,0
16519,34,2721.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
16523,23,1100.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16524,35,2000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16528,62,1140.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16533,76,3251.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16534,35,7748.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16536,36,1416.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16542,75,3220.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16543,22,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16546,21,1326.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16554,54,1000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16556,26,1180.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16559,55,1380.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16564,55,1800.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16566,63,938.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
16569,22,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16573,61,1400.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16581,29,4000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16586,44,1202.11,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16589,34,1400.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16590,35,2400.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16591,46,1564.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16593,39,1519.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16597,21,845.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16601,61,770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16606,21,900.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16608,20,1000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16615,63,930.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16616,70,954.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16622,62,674.01,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16628,43,2900.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16630,56,2800.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16631,44,2000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16632,29,3500.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16635,55,970.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16637,42,1320.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16638,51,1900.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16641,28,1760.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16642,74,1097.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16644,20,1155.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16647,40,937.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16650,49,1661.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16652,63,936.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16654,84,1207.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16658,27,800.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16663,59,1000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16666,32,2500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16667,30,1800.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16678,32,1480.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16680,22,1200.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
16682,54,4000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16684,41,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16690,60,1581.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16693,44,1327.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16696,53,937.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16698,21,1186.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16699,30,2235.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16701,28,1155.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16702,43,1800.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16703,21,1000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16704,29,1230.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
16707,64,939.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
16710,64,950.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16711,51,2500.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16716,32,3000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16717,49,900.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16718,20,1809.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16719,68,937.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16720,55,3378.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0
16723,39,614.74,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16725,53,1212.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
16728,58,1317.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16730,48,1890.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16732,39,6017.56,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16734,49,2058.43,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16738,35,2100.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16743,30,1230.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16744,67,1900.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16747,53,3700.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
16756,62,1525.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16758,31,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16761,42,1105.26,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16762,20,1500.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16767,40,1400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16770,35,833.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16771,75,1625.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16775,58,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16776,23,950.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16780,67,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16786,21,1223.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16787,71,4000.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
